business_name,platform,post_id,post_url,published_at,caption,hashtags,media_urls,likes,comments,shares,top_comments
CDA - Centro de Diagnóstico Avançado,facebook,122267110058177828,https://www.facebook.com/CDA.Maputo/posts/pfbid0hf6VZw2sYyfUDvnShcUpaVq89KGdV81gqZUMr4MJAoHfqsdC66Lz4JAkwxNGJiHMl,2026-06-25T11:42:13.000Z,"25 de Junho – Dia da Independência de Moçambique

Hoje celebramos a coragem, a determinação e o espírito de um povo que construiu a sua própria história. Que esta data nos inspire a continuar a trabalhar por um Moçambique cada vez mais forte, unido e próspero.

O CDA – Centro de Diagnóstico Avançado deseja a todos os moçambicanos um Feliz Dia da Independência, repleto de paz, saúde, esperança e conquistas.

📍 Av. Ahmed Sekou Touré, Nº 754
📞 84/82 1530 305
📧 cdiagnosticomaputo@gmail.com",,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/731397606_122267110034177828_8866221674086718161_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=101&ccb=1-7&_nc_sid=833d8c&_nc_ohc=NyCqO_0ZJLoQ7kNvwEU4J4o&_nc_oc=AdqVtgVqHsfIAThYWokIPbYaDzly8BJTR5MUfzgdQtLLiQjftPWabpQ9ycJvt7Vxg4w&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=FQWQYvHGDwQHPD0cpae3XQ&_nc_ss=7c289&oh=00_AQC8ua9YNUZDbsIDmW8Mj7vq8Mbr1gv59lupqW1pXsE4cw&oe=6A4CE6DC,1,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122266190186177828,https://www.facebook.com/CDA.Maputo/posts/pfbid027FF96ac5PN6U9FP342BTus8drAo6aSdcKT1xVq1pzgA85DxBNawB5R8aeX5mMGyl,2026-06-16T17:17:49.000Z,"Feliz Dia da Criança Africana! 💚

Hoje celebramos a força, a alegria, a esperança e os sonhos das crianças africanas. Cada criança merece crescer com amor, educação, saúde e oportunidades para construir um futuro melhor.

Que este dia nos inspire a proteger os direitos das crianças e a investir no seu desenvolvimento, pois elas são a riqueza mais valiosa do nosso continente.

✨ Uma criança feliz hoje é uma África mais forte amanhã.",,https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/724653867_122266190162177828_8813347074726968398_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=mZ9DLVxpFuoQ7kNvwHOyg-3&_nc_oc=Ado3fpr4ZPq6py-YZW15SZPGQHx6Qc7UkRrxtI5eirEwFIimeSqJeZxNp85hnVRfUCs&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=FQWQYvHGDwQHPD0cpae3XQ&_nc_ss=7c289&oh=00_AQBMyzHE6qgU2N-NCONgHdJ0AkR8KaLos9JU3qkbdyAbtQ&oe=6A4CF452,0,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122265037334177828,https://www.facebook.com/CDA.Maputo/posts/pfbid0hv4FaTntu7T8chPCVrFq3hEYBH76bhVx6Ce9AfA5PKyQuFoCzazgwMWtoR3pJoQ4l,2026-06-06T06:21:46.000Z,"O COLESTEROL ALTO PODE NÃO DAR SINAIS!

Mesmo sem sintomas, o colesterol elevado pode bloquear as artérias e aumentar o risco de problemas cardíacos e AVC.

✅ Faça exames regularmente
✅ Monitore sua saúde com precisão
✅ Previna complicações futuras
✅ Atendimento rápido e confiável

🩺 Cuidar hoje é evitar problemas amanhã. Não espere os sintomas aparecerem!

📞 Agende já o seu exame: 84/82 1530 305
📧 cdiagnosticomaputo@gmail.com
📍 Av. Ahmed Sekou Toure, N754 – Maputo

#colesterol #exameslaboratoriais #consultas #Maputo #CDA","colesterol, exameslaboratoriais, consultas, maputo, cda",https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-6/718139569_122265037304177828_5348761618820780545_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=109&ccb=1-7&_nc_sid=833d8c&_nc_ohc=tUNm8TMZEJ0Q7kNvwFnfT9k&_nc_oc=AdoVa95JLgtyujmCd5Z-jSV_sUQ1HQ5Nhu-fijAocXYAv1JR6aqAS-WIpE9QW0VtZqw&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=FQWQYvHGDwQHPD0cpae3XQ&_nc_ss=7c289&oh=00_AQBc7r9MjcItPRoJE-eECSA7lo87DJm0dgjnQNinIsj90w&oe=6A4D07EE,0,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122264528948177828,https://www.facebook.com/CDA.Maputo/posts/pfbid027Ubx3gRuRoMHZP7fuPX6PEE5XYVMKJEQ1YKYYu3Qusq3CrAhofb3ek11h49mRaUYl,2026-06-01T09:51:08.000Z,"FELIZ DIA DAS CRIANÇAS! 🎈

Cada sorriso, cada brincadeira e cada sonho representam a esperança de um futuro melhor. Neste Dia das Crianças, celebramos a alegria, a inocência e a força que tornam cada criança especial.

💙 Cuidar de uma criança é cuidar do amanhã.

O CDA – Centro de Diagnóstico Avançado deseja um dia repleto de felicidade, saúde e momentos inesquecíveis para todas as crianças e suas famílias.

📞 84/82 1530 305
📍 Av. Ahmed Sekou Touré, N° 754
📧 cdiagnosticomaputo@gmail.com",,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/711630915_122264528924177828_3137540745489044182_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=103&ccb=1-7&_nc_sid=833d8c&_nc_ohc=k_Omejh5FZEQ7kNvwFMj4xU&_nc_oc=AdoRs6kRIweX_VwO_eiU3rts9BRFLL6cEOte-56qphd9HYtQWlqYJcxMqJ0rjPaMwz8&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=q1eg4KQpGEpRvLNSpBtz3g&_nc_ss=72289&oh=00_AQD6poSAlkB4vWFq1YfKlGNV56NY_SEGEeP8twa-2KYwvQ&oe=6A4D0714,0,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122264290436177828,https://www.facebook.com/CDA.Maputo/posts/pfbid0s2xjwDcWqHWEk1eL6s88Dph8ybyMYCxTdyNnK1fnWuomSEoYfChHGNZ4GVx7ubTxl,2026-05-30T07:11:45.000Z,"DIABETES PODEM SURGIR EM SILÊNCIO!

Sede excessiva, cansaço constante, perda de peso e visão turva podem ser sinais de alerta. Não espere os sintomas piorarem para cuidar da sua saúde.

✅ Faça o teste de diabetes regularmente
✅ Previna complicações nos rins, coração e visão
✅ Diagnóstico rápido e confiável
✅ Atendimento profissional e seguro

🩺 Detectar cedo pode salvar a sua saúde e melhorar a sua qualidade de vida.

📞 Marque já o seu exame: 84/82 1530 305
📧 cdiagnosticomaputo@gmail.com
📍 Av. Ahmed Sekou Toure, N754 – Maputo

#diabetes #exameslaboratoriais #consultas #Maputo #CDA","diabetes, exameslaboratoriais, consultas, maputo, cda",https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/709101612_122264290406177828_1086124072645286730_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=104&ccb=1-7&_nc_sid=833d8c&_nc_ohc=U1AHv8sVqnwQ7kNvwFtKu9X&_nc_oc=Ado1yzO2gx_t3bNRARXXAT0C4cbrvWBVbcWEqYdAKpS8-dowyhv7RDCiNl4pgnX_inc&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=q1eg4KQpGEpRvLNSpBtz3g&_nc_ss=72289&oh=00_AQC85J96sHsJMhZ7X_RUhjVNA8JHb9K5TKBuemLs9zRLHQ&oe=6A4CD719,0,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122264008604177828,https://www.facebook.com/CDA.Maputo/posts/pfbid02a3mxkVcLjnKYzNrPEXZ9afGrQDsfVRyxkZfpHFJJ8fwJHyM4fx3aWF7Q3xurx3Bgl,2026-05-27T12:27:39.000Z,"HIPERTENSÃO: O INIMIGO SILENCIOSO!

Muitas pessoas vivem com pressão alta sem saber… e quando os sintomas aparecem, os riscos podem ser graves.

⚠️ A hipertensão pode causar:
❌ AVC
❌ Problemas cardíacos
❌ Danos nos rins
❌ Complicações graves de saúde

✅ Faça os seus exames regularmente
✅ Controle a sua pressão arterial
✅ Cuide da sua saúde antes que seja tarde

📞 Marque já a sua consulta: 84/82 1530 305
📧 cdiagnosticomaputo@gmail.com
📍 Av. Ahmed Sekou Toure, N754 – Maputo

#hipertensao #exameslaboratoriais #consultas #Maputo #CDA","hipertensao, exameslaboratoriais, consultas, maputo, cda",https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/708953137_122264008526177828_8855237810891201695_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=105&ccb=1-7&_nc_sid=833d8c&_nc_ohc=uFH3sPGSuioQ7kNvwG4pO68&_nc_oc=AdqsZ5Mzjb_L4F3ocOGlUKAPYYRiU1L21OwkDZCgnQTJH3bifwTUbRGwQDiaVO_VjqU&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=q1eg4KQpGEpRvLNSpBtz3g&_nc_ss=72289&oh=00_AQC91x-jvIpl_29veNwYtC-78IBY4NvR4lI7SIDEkbK_RA&oe=6A4D07D3,0,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122263813418177828,https://www.facebook.com/CDA.Maputo/posts/pfbid02K15WCDAPyYf9w2zkFp9jEyx7MXunworTBW6Ff55yzonYyuNpihGereRDFo7FBagql,2026-05-25T17:25:47.000Z,"NÃO IGNORE OS SINAIS DO SEU CORPO!

Ardor ao urinar? Dor nos rins? Urina com cheiro forte ou cor diferente?

Faça já o seu EXAME COMPLETO DE URINA e descubra possíveis infecções e problemas renais antes que se agravem.

✅ Atendimento rápido
✅ Resultados confiáveis
✅ Profissionais qualificados
✅ Ambiente seguro e moderno

📞 CONTACTE-NOS: 84/82 1530 305
📧 cdiagnosticomaputo@gmail.com
📍 Av. Ahmed Sekou Toure, N754 – Maputo

#urina #exameslaboratoriais #consultas #Maputo #CDA","urina, exameslaboratoriais, consultas, maputo, cda",https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-6/706981983_122263813394177828_7944769672565509882_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=102&ccb=1-7&_nc_sid=833d8c&_nc_ohc=kyOOGcmkHdsQ7kNvwFgJjxU&_nc_oc=AdqSsqEVak1si2hk_q1g0zDFfvixbhLEoRY4DlWIddnefPOKnryFYzAOIaqItp7YDPc&_nc_zt=23&_nc_ht=scontent-atl3-2.xx&_nc_gid=fZpqrOxK3eVZudgkJi4oXw&_nc_ss=72289&oh=00_AQBCbKscD0LkEOWaeSNoQANrQfctq6vErkXMLKKlT-uJOA&oe=6A4CFB70,2,0,1,
CDA - Centro de Diagnóstico Avançado,facebook,122260929098177828,https://www.facebook.com/CDA.Maputo/posts/pfbid02JeDeeGNLpWFc9Bs8wHq4hzCqhUcyBXbEHp1yCMqMqnDZfGxv9WoX1pDgsZRtZBHLl,2026-05-01T13:02:41.000Z,"Feliz dia do Trabalhador!

#feriado #analisesclinicas #exameslaboratoriais #consultas #Moçambique #Maputo #CDA","feriado, analisesclinicas, exameslaboratoriais, consultas, mo%C3%A7ambique, maputo, cda",https://scontent-atl3-1.xx.fbcdn.net/v/t39.30808-6/685075476_122260929074177828_4592717148378063743_n.jpg?stp=dst-jpg_tt6&cstp=mx1638x2048&ctp=s640x640&_nc_cat=106&ccb=1-7&_nc_sid=833d8c&_nc_ohc=C0DsYTQvkZQQ7kNvwHIIIUc&_nc_oc=Adrlw0LxvyoquLumY18HFIB4IwxltpgaKoRb_16-2401qo38FGBe4wMuMYwYKcwzMLI&_nc_zt=23&_nc_ht=scontent-atl3-1.xx&_nc_gid=fZpqrOxK3eVZudgkJi4oXw&_nc_ss=72289&oh=00_AQAOsFToh9Lij6ReqJrycu-7mCkeF5yHx9sDYHqEhgAHew&oe=6A4CF2AE,0,0,1,
CDA - Centro de Diagnóstico Avançado,facebook,122257874828177828,https://www.facebook.com/CDA.Maputo/posts/pfbid0DbD7UxxHGp1Cqiu9vJRba1qZrmnMRvVSzYKQPDiYccHpBCSnNMXBtkBc5nWhCDwfl,2026-04-07T09:26:51.000Z,"Investir na saúde da mulher é garantir a vitalidade de toda a nação. Neste 7 de Abril, celebramos a vida e a resiliência de todas as moçambicanas 🇲🇿🌻✨

#mulhermocambicana #saude #Maputo #CDA","mulhermocambicana, saude, maputo, cda",https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-6/666042437_122257874798177828_7948095424511099692_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=107&ccb=1-7&_nc_sid=833d8c&_nc_ohc=pdbWzRQf24AQ7kNvwHBu1Gy&_nc_oc=AdryP8SwZ9cLph9Fx2_9oiAnhI4c0BUC-L3qsuphYJQGvwR7XkZd_bGFPwqtpfcwBB8&_nc_zt=23&_nc_ht=scontent-atl3-3.xx&_nc_gid=fZpqrOxK3eVZudgkJi4oXw&_nc_ss=72289&oh=00_AQAh3bajpyCvN2fL1E0LGRXNBbIZ9bz7QN5TKUzU94Y7Yw&oe=6A4CFF22,1,0,0,
CDA - Centro de Diagnóstico Avançado,facebook,122256659546177828,https://www.facebook.com/CDA.Maputo/posts/pfbid0Z6dHLc1RBZyTdpHdAtksD2osUq6HgN2BLBaycFXA56huuPRKkrLfU5nNwQo7PTJsl,2026-03-28T17:00:42.000Z,"Feliz Dia do Médico!

Hoje celebramos aqueles que dedicam suas vidas a cuidar, salvar e trazer esperança todos os dias.

Ser médico é mais do que uma profissão — é uma missão de amor, compromisso e humanidade.

A todos os médicos, o nosso profundo respeito e gratidão pelo vosso trabalho incansável.

#diadomedico #doctorsday #saude #Maputo #CDA","diadomedico, doctorsday, saude, maputo, cda",https://scontent.fcha1-1.fna.fbcdn.net/v/t39.30808-6/658139281_122256659516177828_2400008191554241679_n.jpg?stp=dst-jpg_tt6&cstp=mx1694x2048&ctp=p526x296&_nc_cat=108&ccb=1-7&_nc_sid=833d8c&_nc_ohc=otkZ2q0C01kQ7kNvwE6AtpJ&_nc_oc=Adrs9ZDYJrS2vBdGyPEEj_ZXIS5h2TIHoPsIHsSOLsLvzumGFIDMTJh8sm7IWOS7UPw&_nc_zt=23&_nc_ht=scontent.fcha1-1.fna&_nc_gid=6ZIAuZ7w_cIlDtK6KXhxxg&_nc_ss=72289&oh=00_AQAgW9HtPeMsbSys_lYfANaANSDqB8tBL2ocZKnKyQyEaw&oe=6A4CD231,0,0,0,
